Eload,G,T,Vw
0.828118507,43.11015962683069,5.4,6.6000000000000005
0.829634338,6.89762554029291,6.0,7.1000000000000005
0.814788399,7.759828732829522,6.2,7.0
0.792035895,6.89762554029291,6.2,6.6000000000000005
0.792231247,5.173219155219683,6.1000000000000005,6.2
0.854486111,8.622031925366137,5.7,5.800000000000001
1.083675159,0.0,5.300000000000001,5.800000000000001
1.50275718,0.0,5.1000000000000005,6.1000000000000005
1.777478196,0.0,5.1000000000000005,6.4
1.728572974,0.0,5.0,6.5
1.600127698,0.0,4.9,6.5
1.458262622,0.0,4.800000000000001,6.300000000000001
1.181615917,0.0,4.5,6.0
0.907985658,0.0,4.3,5.9
0.652408815,0.0,4.0,5.7
0.55380471,0.0,3.6,5.5
0.523937074,0.0,3.2,5.2
0.523528617,0.0,2.8000000000000003,5.0
0.528128391,0.0,2.3000000000000003,4.9
0.57939727,0.0,1.7000000000000002,4.5
0.773019578,0.0,1.0,4.1000000000000005
1.042375133,0.0,0.8,4.0
0.958384571,2.5866095776098414,1.2000000000000002,4.0
0.816670382,12.933047888049206,2.2,3.9
0.81328992,53.49548238547893,3.5,3.7
0.829634338,100.1575610876997,4.800000000000001,3.7
0.814788399,130.50289414851335,5.800000000000001,3.6
0.792035895,172.3915784339153,6.1000000000000005,3.0
0.792231247,77.1550055598137,5.300000000000001,2.2
0.854486111,11.20864150297598,3.9,2.0
1.083675159,0.0,3.5,2.5
1.50275718,0.0,4.0,3.1
1.777478196,0.0,4.3,3.6
1.728572974,0.0,4.6000000000000005,3.9
1.600127698,0.0,4.800000000000001,4.0
1.458262622,0.0,4.9,4.0
1.181615917,0.0,5.1000000000000005,4.1000000000000005
0.906894026,0.0,5.1000000000000005,4.0
0.642567641,0.0,5.1000000000000005,4.1000000000000005
0.531165783,0.0,4.9,4.5
0.493766459,0.0,4.3,5.0
0.490446443,0.0,3.5,4.800000000000001
0.497757662,0.0,2.9000000000000004,4.7
0.553392706,0.0,2.4000000000000004,4.7
0.777529685,0.0,1.9,4.5
1.042474708,0.0,1.6,4.4
0.986318055,2.5866095776098414,1.6,4.6000000000000005
0.86170144,7.759828732829522,2.5,5.0
0.864206149,71.28996357191797,3.5,5.6000000000000005
0.882123098,7.759828732829522,4.3,6.4
0.862598906,7.759828732829522,4.5,7.2
0.835623927,6.89762554029291,4.3,7.6
0.831356819,5.173219155219683,3.9,7.6
0.891545084,7.759828732829522,3.1,7.4
1.119593078,0.0,2.3000000000000003,7.4
1.53810911,0.0,1.8,7.5
1.811788512,0.0,1.4,7.5
1.762817728,0.0,1.1,7.300000000000001
1.634983069,0.0,0.9,7.0
1.49386948,0.0,0.7000000000000001,6.7
1.209909129,0.0,0.6000000000000001,6.4
0.922428871,0.0,0.3,5.7
0.642567641,0.0,-0.1,5.1000000000000005
0.531165783,0.0,-0.1,5.0
0.493111213,0.0,-0.1,4.9
0.491972008,0.0,0.0,4.9
0.501332175,0.0,0.0,4.9
0.55806789,0.0,0.0,4.800000000000001
0.777608059,0.0,0.0,4.800000000000001
1.048720416,0.0,-0.1,4.800000000000001
0.990992641,3.448812770146455,0.1,4.9
0.863687012,13.79525108058582,1.0,5.2
0.864206149,419.3385677785194,2.3000000000000003,5.5
0.882123098,531.183387671326,3.4000000000000004,5.7
0.862598906,560.1470914765658,4.2,5.6000000000000005
0.835623927,504.66592261504377,4.4,5.2
0.831356819,376.3205193384413,3.9,4.6000000000000005
0.891545084,192.41947770554944,2.6,3.8
1.119593078,0.0,1.3,3.4000000000000004
1.53810911,0.0,0.8,3.4000000000000004
1.811788512,0.0,0.6000000000000001,3.4000000000000004
1.762817728,0.0,0.4,3.5
1.634983069,0.0,0.4,3.6
1.49386948,0.0,0.3,3.8
1.209909129,0.0,0.3,3.8
0.927857701,0.0,0.4,3.7
0.659224177,0.0,0.4,3.8
0.562131901,0.0,0.0,3.6
0.5193551,0.0,-0.3,3.8
0.510668527,0.0,-0.7000000000000001,3.8
0.51031367,0.0,-1.0,3.8
0.560438208,0.0,-1.3,3.7
0.767004345,0.0,-1.7000000000000002,3.5
1.036152247,0.0,-1.8,3.4000000000000004
0.982788728,43.53235889128809,-1.4,3.4000000000000004
0.842054756,6.89762554029291,-0.1,3.3000000000000003
0.849192056,89.72266010038751,1.4,3.2
0.829634338,89.46852331938318,2.8000000000000003,2.9000000000000004
0.814788399,96.18619792451973,3.7,2.8000000000000003
0.792035895,191.71774832956308,4.1000000000000005,2.4000000000000004
0.792231247,90.53073106091112,3.3000000000000003,1.6
0.854486111,13.79525108058582,1.5,1.1
1.083675159,0.0,0.3,1.3
1.50275718,0.0,0.5,1.5
1.777478196,0.0,0.6000000000000001,1.5
1.728572974,0.0,0.5,1.4
1.600127698,0.0,0.3,1.2000000000000002
1.458262622,0.0,0.1,1.0
1.181615917,0.0,0.0,0.8
0.906894026,0.0,0.1,0.6000000000000001
0.637429492,0.0,0.1,0.4
0.53700652,0.0,0.0,0.5
0.501690217,0.0,-0.1,0.7000000000000001
0.495941607,0.0,-0.2,0.9
0.497293973,0.0,-0.2,1.2000000000000002
0.549006529,0.0,-0.2,1.6
0.739487939,0.0,-0.3,1.8
1.042737716,0.0,-0.2,2.0
0.968579074,1.7244063850732274,0.6000000000000001,2.3000000000000003
0.816670382,3.448812770146455,2.0,2.7
0.81328992,6.035422347756297,3.0,3.0
0.829634338,23.27948619848857,3.7,3.1
0.814788399,26.728298968635023,4.1000000000000005,3.3000000000000003
0.792035895,138.38478312591621,4.1000000000000005,3.4000000000000004
0.792231247,12.933047888049206,3.6,3.1
0.854486111,13.79525108058582,2.9000000000000004,3.1
1.083675159,0.0,2.5,3.4000000000000004
1.50275718,0.0,2.5,3.8
1.777478196,0.0,2.5,4.1000000000000005
1.728572974,0.0,2.4000000000000004,4.4
1.600127698,0.0,2.3000000000000003,4.6000000000000005
1.458262622,0.0,2.1,4.7
1.181943093,0.0,2.1,4.800000000000001
0.915897261,0.0,2.3000000000000003,4.9
0.6555746,0.0,2.5,5.0
0.556099733,0.0,2.6,4.800000000000001
0.52057481,0.0,2.7,4.6000000000000005
0.513005238,0.0,2.6,4.2
0.51320666,0.0,2.5,4.1000000000000005
0.564075287,0.0,2.3000000000000003,4.1000000000000005
0.773215051,0.0,2.1,4.0
1.039061037,0.0,1.9,3.8
0.976907514,4.311015962683069,1.9,3.7
0.822639949,2.5866095776098414,2.4000000000000004,3.7
0.816472523,38.53327558718821,3.1,3.7
0.829634338,88.96192968934405,3.8,4.0
0.814788399,97.48670474448576,4.2,4.0
0.792035895,77.0613145135797,4.0,3.4000000000000004
0.792231247,43.633462279962664,3.1,2.5
0.854486111,30.540813195922997,1.1,1.6
1.083675159,0.0,-0.6000000000000001,1.5
1.50275718,0.0,-1.1,1.6
1.777478196,0.0,-1.6,1.6
1.728572974,0.0,-2.1,1.6
1.600127698,0.0,-2.5,1.5
1.458262622,0.0,-3.0,1.3
1.181615917,0.0,-3.2,1.2000000000000002
0.906894026,0.0,-3.2,1.1
0.645612526,0.0,-3.1,1.0
0.546704479,0.0,-2.8000000000000003,0.9
0.510755937,0.0,-2.5,0.8
0.506776687,0.0,-2.2,0.7000000000000001
0.507141534,0.0,-1.9,0.6000000000000001
0.558224389,0.0,-1.8,0.6000000000000001
0.764780973,0.0,-1.9,0.6000000000000001
1.034862667,0.0,-1.9,0.6000000000000001
0.973903174,2.5866095776098414,-1.0,0.6000000000000001
0.823458462,3.448812770146455,0.5,0.8
0.816410664,105.66423029173643,2.0,0.6000000000000001
0.829634338,136.2946909830218,3.4000000000000004,0.6000000000000001
0.814788399,582.4964110961291,3.8,0.4
0.792035895,528.4782564671667,3.7,0.2
0.792231247,404.8006416300043,3.0,0.2
0.854486111,41.75263675036296,1.8,0.4
1.083675159,38.909176255474605,0.9,0.6000000000000001
1.50275718,0.0,0.4,0.7000000000000001
1.777478196,0.0,-0.1,0.8
1.728572974,0.0,-0.7000000000000001,0.9
1.600127698,0.0,-0.9,0.9
1.458262622,0.0,-1.1,1.0
1.181615917,0.0,-1.3,0.9
0.906894026,0.0,-1.4,0.9
0.642756161,0.0,-1.5,0.9
0.543608542,0.0,-1.7000000000000002,0.8
0.506745503,0.0,-1.8,0.8
0.499985074,0.0,-1.8,0.8
0.501037478,0.0,-1.7000000000000002,0.7000000000000001
0.552160368,0.0,-1.6,0.6000000000000001
0.742128714,0.0,-1.4,0.8
1.025243131,0.0,-1.3,0.9
0.966804303,66.41722793682732,-0.7000000000000001,0.9
0.834086323,3.448812770146455,0.4,0.8
0.840583303,88.0214043115741,1.8,0.5
0.842036768,540.0416932016811,3.7,0.4
0.814788399,558.7644086327028,4.9,0.5
0.792035895,512.2378277378895,4.9,0.5
0.792231247,394.1454148031864,4.1000000000000005,0.4
0.854486111,219.66069619997836,2.9000000000000004,0.6000000000000001
1.083675159,35.95515684472045,1.9,0.9
1.50275718,0.0,1.3,1.0
1.777478196,0.0,0.7000000000000001,1.1
1.728572974,0.0,0.2,1.2000000000000002
1.600127698,0.0,-0.2,1.2000000000000002
1.458262622,0.0,-0.5,1.3
1.181615917,0.0,-0.7000000000000001,1.3
0.913897856,0.0,-0.7000000000000001,1.4
0.666260601,0.0,-0.7000000000000001,1.6
0.565965515,0.0,-0.8,1.7000000000000002
0.530624213,0.0,-0.9,1.8
0.520893306,0.0,-1.0,1.8
0.525533622,0.0,-1.0,1.7000000000000002
0.578911994,0.0,-0.9,1.7000000000000002
0.77616523,0.0,-0.7000000000000001,1.7000000000000002
1.063171025,0.0,-0.1,1.8
1.008637688,73.4440359920497,1.5,2.2
0.871884667,3.448812770146455,3.6,3.0
0.86443534,6.035422347756297,4.9,3.5
0.882123098,8.622031925366137,5.7,3.8
0.862598906,56.905410707416515,6.0,3.8
0.835623927,211.8395246224246,5.800000000000001,3.7
0.831356819,122.39048198395167,4.9,3.5
0.891545084,41.64353276097974,3.2,3.2
1.119593078,1.7244063850732274,1.9,3.3000000000000003
1.53810911,0.0,1.8,3.6
1.811788512,0.0,1.7000000000000002,3.7
1.762817728,0.0,1.8,4.0
1.634983069,0.0,1.9,4.2
1.49386948,0.0,2.0,4.2
1.215875451,0.0,2.0,4.1000000000000005
0.94289884,0.0,2.0,4.2
0.680966287,0.0,2.1,4.2
0.582391127,0.0,2.4000000000000004,4.3
0.547727093,0.0,2.7,4.5
0.539195503,0.0,2.9000000000000004,4.7
0.539571157,0.0,3.0,5.0
0.590785217,0.0,3.5,5.300000000000001
0.786809971,0.0,4.2,5.6000000000000005
1.069359205,0.0,4.6000000000000005,5.5
1.002801219,2.5866095776098414,5.0,5.6000000000000005
0.86170144,2.5866095776098414,5.300000000000001,5.800000000000001
0.864206149,23.27948619848857,5.9,5.7
0.882123098,9.48423511790275,6.5,5.4
0.862598906,24.14168939102519,7.300000000000001,5.1000000000000005
0.835623927,12.933047888049206,8.1,4.5
0.831356819,4.311015962683069,9.0,4.0
0.891545084,2.5866095776098414,9.1,3.7
1.119593078,27.506325345907342,8.4,3.9
1.53810911,0.0,7.0,3.6
1.811788512,0.0,5.6000000000000005,3.1
1.762817728,0.0,5.5,3.3000000000000003
1.634983069,0.0,5.9,3.8
1.49386948,0.0,6.1000000000000005,4.0
1.209909129,0.0,5.800000000000001,3.7
0.922428871,0.0,5.5,3.5
0.645431303,0.0,5.6000000000000005,3.7
0.551745443,0.0,5.6000000000000005,3.8
0.517471889,0.0,5.4,3.7
0.517885116,0.0,5.300000000000001,3.4000000000000004
0.517596874,0.0,5.300000000000001,3.1
0.570149934,0.0,5.2,3.0
0.7868124,0.0,5.1000000000000005,2.9000000000000004
1.041239383,0.0,5.0,2.7
0.9606126,5.173219155219683,5.300000000000001,2.8000000000000003
0.816670382,12.070844695512594,6.0,3.0
0.81328992,77.08789172802084,6.800000000000001,3.1
0.829634338,543.6039664017809,7.800000000000001,3.2
0.814788399,35.35033089400116,8.8,3.5
0.792035895,93.09666524554098,9.3,3.5
0.792231247,38.47612526170622,9.1,3.6
0.854486111,2.5866095776098414,8.5,3.8
1.083675159,3.448812770146455,7.800000000000001,4.3
1.50275718,0.0,7.4,5.0
1.777478196,0.0,7.300000000000001,5.5
1.728572974,0.0,7.300000000000001,5.5
1.600127698,0.0,7.300000000000001,5.4
1.458262622,0.0,7.300000000000001,5.6000000000000005
1.181615917,0.0,7.4,5.7
0.912993758,0.0,7.4,5.5
0.656748891,0.0,7.7,5.1000000000000005
0.564028652,0.0,8.3,4.9
0.530383258,0.0,9.2,4.800000000000001
0.526415022,0.0,9.7,4.5
0.528761404,0.0,9.7,4.0
0.583546928,0.0,9.7,4.1000000000000005
0.798163925,0.0,9.9,4.1000000000000005
1.054843836,0.0,10.1,4.1000000000000005
0.994512109,6.89762554029291,10.5,4.2
0.851809189,6.035422347756297,11.3,4.4
0.857897874,9.48423511790275,12.1,4.5
0.856013251,89.08197188342737,12.7,4.4
0.826860876,168.1594696663017,13.1,4.4
0.800502979,160.17876102553157,13.2,4.4
0.803821118,31.03931493131809,13.0,4.2
0.861086333,13.79525108058582,12.4,3.9
1.090079184,6.89762554029291,11.5,3.6
1.523490168,0.0,11.0,3.6
1.778715389,0.0,10.7,3.6
1.728572974,0.0,10.5,3.6
1.603797467,0.0,10.4,3.7
1.467293829,0.0,10.3,3.7
1.197530857,0.0,10.1,3.7
0.931147729,0.0,9.8,3.8
0.669145625,0.0,9.6,3.9
0.566748346,0.0,9.3,3.9
0.528129005,0.0,9.0,3.9
0.518516764,0.0,8.700000000000001,4.0
0.517866951,0.0,8.4,4.1000000000000005
0.5678171,0.0,8.0,4.2
0.756742518,0.0,7.6,4.3
1.035252028,0.0,7.5,4.4
0.968640318,4.311015962683069,8.1,4.7
0.831300365,28.452705353708257,9.2,5.0
0.827153625,120.29043028320578,10.5,5.4
0.829634338,66.7165264419087,11.5,5.6000000000000005
0.814788399,94.67684740325826,11.9,5.7
0.792035895,59.49202028502634,12.1,6.0
0.792231247,53.45659793727005,12.0,6.4
0.854486111,11.20864150297598,11.6,6.7
1.083675159,6.89762554029291,11.1,6.800000000000001
1.50275718,0.0,10.7,6.9
1.777478196,0.0,10.1,6.7
1.728572974,0.0,9.4,5.9
1.600127698,0.0,8.5,4.800000000000001
1.462661213,0.0,7.300000000000001,3.7
1.197449077,0.0,6.5,3.4000000000000004
0.935728069,0.0,6.4,3.6
0.678560893,0.0,6.300000000000001,3.6
0.583374548,0.0,6.2,3.6
0.546179167,0.0,6.2,3.7
0.544681725,0.0,6.2,3.7
0.545481681,0.0,6.300000000000001,3.9
0.596364271,0.0,6.5,4.2
0.786581643,0.0,6.800000000000001,4.9
1.06215677,0.0,7.1000000000000005,5.300000000000001
0.983642245,11.20864150297598,7.6,5.800000000000001
0.827440288,2.5866095776098414,8.5,6.7
0.818344122,91.25358034828328,9.4,7.9
0.829634338,37.074737279074384,9.8,8.8
0.814788399,4.311015962683069,9.8,9.1
0.792035895,65.76343757965158,9.7,9.3
0.792231247,10.346438310439366,9.8,9.6
0.854486111,9.48423511790275,9.9,9.7
1.083675159,3.448812770146455,10.0,9.6
1.50275718,0.0,10.3,9.4
1.777478196,0.0,10.4,9.2
1.728572974,0.0,10.5,9.0
1.600127698,0.0,10.6,8.700000000000001
1.458262622,0.0,10.6,8.5
1.184758495,0.0,10.6,8.4
0.923152385,0.0,10.6,8.5
0.667435884,0.0,10.7,8.8
0.568381213,0.0,10.8,9.0
0.536166271,0.0,10.9,9.0
0.530991293,0.0,10.9,8.9
0.532619541,0.0,10.9,8.8
0.586041299,0.0,10.9,8.9
0.805393364,0.0,10.9,8.9
1.059023654,0.0,11.0,8.9
0.978497352,8.622031925366137,11.1,8.9
0.822907779,2.5866095776098414,11.5,8.9
0.814392234,24.14168939102519,11.7,9.1
0.829634338,8.622031925366137,11.9,9.3
0.814788399,9.48423511790275,12.2,9.3
0.792035895,8.622031925366137,12.4,8.9
0.792231247,19.830673428342116,12.3,8.1
0.854486111,4.311015962683069,12.0,7.0
1.083675159,2.5866095776098414,11.3,5.9
